adult,budget,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count
False,0,http://www.wallaceandgromit.com/films/a-grand-day-out,530,tt0104361,en,A Grand Day Out,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.",7.617298,/jgQU84QuFQ4yofDmGYzOsXLEQj9.jpg,1990-05-18,0,23.0,Released,,A Grand Day Out,False,7.4,199
False,18000000,,279,tt0086879,en,Amadeus,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.",12.677592,/flnoqdC38mbaulAeptjynOFO7yi.jpg,1984-10-26,51973029,160.0,Released,...Everything you've heard is true,Amadeus,False,7.8,1107
False,30000000,,311,tt0087843,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",32.182851,/fqP3Q7DWMFqW7mh11hWXbNwN9rz.jpg,1984-02-16,0,229.0,Released,"Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.",Once Upon a Time in America,False,8.3,1104
False,4000000,,703,tt0075686,en,Annie Hall,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",18.146043,/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,1977-04-19,38251425,93.0,Released,A nervous romance.,Annie Hall,False,7.8,1044
False,14000000,http://www.dasboot.com,387,tt0082096,de,Das Boot,"A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",8.80338,/nAhTaTpjATAtoxlf3Hbe6bDvQe0.jpg,1981-09-16,85000000,149.0,Released,When the hunters become the hunted,Das Boot,False,7.9,623
False,1200000,,343,tt0067185,en,Harold and Maude,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,10.878112,/xqay68babjK46U9WBFD2TmtnGcx.jpg,1971-12-20,0,91.0,Released,They were meant to be. But exactly what they were meant to be is not quite clear.,Harold and Maude,False,7.7,266
False,0,,490,tt0050976,sv,Det sjunde inseglet,"When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",6.47828,/iJXSumDrz64AvmFZaHHNBGDO1ex.jpg,1957-02-16,0,96.0,Released,,The Seventh Seal,False,7.9,569
False,6400000,http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,tt0088247,en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",19.293562,/q8ffBuxQlYOHrvPniLgCbmKK4Lv.jpg,1984-10-26,78371200,108.0,Released,Your future is in his hands.,The Terminator,False,7.4,4208
False,3000000,,763,tt0103873,en,Braindead,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control.",13.645568,/zzgn2fBeKmIMDEuX7FqS2l1WGfu.jpg,1992-08-13,242623,104.0,Released,Some things won't stay down... even after they die.,Braindead,False,7.4,388
False,0,,696,tt0079522,en,Manhattan,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,12.050759,/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg,1979-04-25,39946780,96.0,Released,Woody Allen's New Comedy Hit,Manhattan,False,7.8,600
False,14000000,,379,tt0100150,en,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",7.495853,/gmUAhNHY4bxQzgHjXci5JAW7u62.jpg,1990-09-21,5080409,115.0,Released,"Up is down, black is white, and nothing is what it seems.",Miller's Crossing,False,7.5,431
False,16400000,,207,tt0097165,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",19.905716,/3Ri2GReavqSHqWemlP6HYn8i2P9.jpg,1989-06-02,235860116,129.0,Released,He was their inspiration. He made their lives extraordinary.,Dead Poets Society,False,8.1,2786
False,3000000,,826,tt0050212,en,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",8.851646,/vtPR6tSHeu35rF6qTDw3Yjr9eDg.jpg,1957-10-02,27200000,161.0,Released,It spans a whole new world of entertainment!,The Bridge on the River Kwai,False,7.7,554
False,0,,422,tt0056801,it,8½,With 8 ½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,6.747516,/5pQlc8dp5dXzWg1yM70DZrsDpOl.jpg,1963-02-14,0,138.0,Released,A picture that goes beyond what men think about - because no man ever thought about it in quite this way!,8½,False,7.9,427
False,6000000,,829,tt0071315,en,Chinatown,"Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",12.29227,/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg,1974-06-20,30000000,130.0,Released,You get tough. You get tender. You get close to each other. Maybe you even get close to the truth.,Chinatown,False,7.9,939
False,1200000,,828,tt0043456,en,The Day the Earth Stood Still,An alien and a robot land on earth after World War II and tell mankind to be peaceful or face destruction. A classic science fiction film from Robert Wise with an exceptional message.,9.360003,/tyujnQl6topN3O9lPnGMpzGsYQM.jpg,1951-09-17,0,92.0,Released,From out of space... A warning and an ultimatum,The Day the Earth Stood Still,False,7.3,323
False,19000000,,694,tt0081505,en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",19.611589,/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg,1980-05-22,44017374,144.0,Released,A masterpiece of modern horror.,The Shining,False,8.1,3890
False,8000000,,235,tt0092005,en,Stand by Me,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",15.206957,/kedC0y75jdzByjuZNLOWIOtduNw.jpg,1986-08-22,52287414,89.0,Released,"For some, it's the last real taste of innocence, and the first real taste of life. But for everyone, it's the time that memories are made of.",Stand by Me,False,7.8,1568
False,0,,832,tt0022100,de,M,"In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.",12.752421,/AqE126KXLcT3wwmeM3HtlKqyGze.jpg,1931-05-11,0,117.0,Released,,M,False,8.0,465
False,3600000,,765,tt0092991,en,Evil Dead II,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,13.520764,/n49mpgUsPgBfRg2qIEj31HX0chu.jpg,1987-03-13,5923044,84.0,Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,False,7.5,760
False,14600000,,137,tt0107048,en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",12.989627,/vXjVd0Vu0MXRZnga7wEnHIIhO5B.jpg,1993-02-11,70906973,101.0,Released,"He's having the worst day of his life... over, and over...",Groundhog Day,False,7.4,2358
False,14000000,,33,tt0105695,en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",10.942149,/km6qw4qUkHQRN5y2U1juM1WkBFh.jpg,1992-08-07,159157447,131.0,Released,Some legends will never be forgotten. Some wrongs can never be forgiven.,Unforgiven,False,7.7,1133
False,80000000,,982,tt0056218,en,The Manchurian Candidate,The Manchurian Candidate is a political thriller from American director John Frankenheimer. An American soldier is brainwashed into being a killer for the communist Russians during the Korean War.,7.991677,/4LlR1NazZLhD55podBd7VAUGyTp.jpg,1962-10-24,96105910,126.0,Released,"When you've seen it all, you'll swear there's never been anything like it!",The Manchurian Candidate,False,7.7,188
False,1120175,,212,tt0036613,en,Arsenic and Old Lace,"Mortimer Brewster is a newspaperman and author known for his diatribes against marriage. We watch him being married at city hall in the opening scene. Now all that is required is a quick trip home to tell Mortimer's two maiden aunts. While trying to break the news, he finds out his aunts' hobby; killing lonely old men and burying them in the cellar. It gets worse.",13.99011,/81BZ372hnaGIzgb825Ny2hoxxDO.jpg,1944-09-23,0,118.0,Released,She Passed Out On Cary! No Wonder . . . She's just discovered his favorite aunts have poisoned their 13th gentleman friend!,Arsenic and Old Lace,False,7.4,234
False,19000000,http://www.backtothefuture.com/movies/backtothefuture1,105,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,1985-07-03,381109762,116.0,Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,False,8.0,6239
False,8000000,http://www.bandaivisual.co.jp/akira/,149,tt0094625,ja,アキラ,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",10.888917,/8Pt7hlu7fkc5IIR0VZ2kNGY8sT4.jpg,1988-07-16,553171,124.0,Released,Neo-Tokyo is about to E.X.P.L.O.D.E.,Akira,False,7.8,792
False,3000000,,903,tt0061512,en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",9.718713,/vDwphkloD7ToaDpKASAXGgHOclN.jpg,1967-06-22,16217773,126.0,Released,What we've got here is failure to communicate.,Cool Hand Luke,False,7.7,390
False,3500000,,339,tt0102536,en,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,8.291886,/aREHjLD3kwQFcL1ncNOx8ggDGxA.jpg,1991-10-03,2015810,129.0,Released,Five Taxis. Five Cities. One Night.,Night on Earth,False,7.5,165
False,2000000,,914,tt0032553,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,9.241748,/hK2KsU0lNiYRqIrYJcC3x63dPnH.jpg,1940-10-15,11000000,125.0,Released,Once again - the whole world laughs!,The Great Dictator,False,8.1,756
False,2280000,http://movies.disney.com/fantasia,756,tt0032455,en,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",8.03796,/dYZ1r3MJnXVGBBSYKgpd8UWGyFw.jpg,1940-11-13,83320000,124.0,Released,The most sensational sound you'll ever see!,Fantasia,False,7.2,831
False,730000,,288,tt0044706,en,High Noon,High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.,16.715935,/teFvLNdppclC01dZodBTyaP3lGK.jpg,1952-03-27,8000000,85.0,Released,The story of a man who was too proud to run.,High Noon,False,7.6,343
False,0,,910,tt0038355,en,The Big Sleep,"Private Detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",6.987617,/ttUJSTKBdu1dR8d24FaoS4S1GFJ.jpg,1946-08-23,0,116.0,Released,The picture they were born for!,The Big Sleep,False,7.6,244
False,15000000,,665,tt0052618,en,Ben-Hur,"Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences:  the great chariot race and a Roman naval battle, along with lavish production values and strong performances.  The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense.  The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken.",14.319743,/syPMBvvZsADTTRu3UKuxO1Wflq.jpg,1959-12-26,146900000,212.0,Released,The entertainment experience of a lifetime.,Ben-Hur,False,7.5,660
False,48000000,http://www.indianajones.com/crusade,89,tt0097576,en,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",14.788987,/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg,1989-05-24,474171806,127.0,Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,False,7.6,3221
False,22000000,,783,tt0083987,en,Gandhi,"In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.",12.383755,/2z9A4FSu1YySrhhcuqkdMIXpgyN.jpg,1982-11-30,77737889,191.0,Released,His triumph changed the world forever.,Gandhi,False,7.4,730
False,14400000,,625,tt0087553,en,The Killing Fields,"The Killing Fields tells the real life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which lead to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.",11.460364,/pzSdpgnjJi79UboweTlFDQmRq7M.jpg,1984-11-02,34700291,141.0,Released,"Here, only the silent survive.",The Killing Fields,False,7.5,180
False,1900000,,830,tt0049223,en,Forbidden Planet,Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.,6.379966,/qdH1Fm5vl1DAjXNHPmRZ4yEiUgM.jpg,1956-03-15,3250000,98.0,Released,"Earthmen on a fabulous, peril-journey into outer space!",Forbidden Planet,False,7.2,238
False,0,,983,tt0073341,en,The Man Who Would Be King,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",6.189816,/yS2WvQ2oRAJqzpnFiC9dEOtQ7E3.jpg,1975-12-03,0,129.0,Released,"Rudyard Kipling's epic of splendor, spectacle and high adventure at the top of a legendary world.",The Man Who Would Be King,False,7.6,148
False,6000000,,642,tt0064115,en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.",6.714577,/jQH0mTzQ1gQ56H8a0z52WreiEok.jpg,1969-09-23,102308889,110.0,Released,"Not that it matters, but most of it is true.",Butch Cassidy and the Sundance Kid,False,7.4,659
False,1746964,,655,tt0087884,en,"Paris, Texas","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",11.635837,/vbtDskCLmlDKtzpqdiJYszBhKY2.jpg,1984-05-19,2181987,147.0,Released,A place for dreams. A place for heartbreak. A place to pick up the pieces.,"Paris, Texas",False,7.7,282
False,16000000,,639,tt0098635,en,When Harry Met Sally...,"During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.",8.34322,/anYI1fzx90PgjO9PY3JStJZJmQT.jpg,1989-07-21,92823546,96.0,Released,Can two friends sleep together and still love each other in the morning?,When Harry Met Sally...,False,7.3,974
False,10000000,,814,tt0082010,en,An American Werewolf in London,Two American tourists in England are attacked by a werewolf that none of the locals will admit exists.,13.390802,/r5CbVhy3vO6SqdOTwinZVtaRbhb.jpg,1981-08-21,31973249,97.0,Released,Beware the Moon.,An American Werewolf in London,False,7.2,571
False,2500000,,571,tt0056869,en,The Birds,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.",11.591462,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg,1963-03-28,11403529,119.0,Released,"...and remember, the next scream you hear may be your own!",The Birds,False,7.3,959
False,393750,,229,tt0026138,en,Bride of Frankenstein,"Bride of Frankenstein begins where James Whale's Frankenstein from 1931 ended. Dr. Frankenstein has not been killed as previously portrayed and now he wants to get away from the mad experiments. Yet when his wife is kidnapped by his creation, Frankenstein agrees to help him create a new monster, this time a woman.",7.000417,/7YOfYQ6yhpBYWOh8vFQYfo2mm5I.jpg,1935-04-21,0,75.0,Released,The monster demands a mate.,Bride of Frankenstein,False,7.4,208
False,1800000,,377,tt0087800,en,A Nightmare on Elm Street,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",13.694713,/sXFlyjfWv544uKOJmPd2vVsaFm9.jpg,1984-11-14,25504513,91.0,Released,"If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",A Nightmare on Elm Street,False,7.2,1212
False,0,http://www.nosferatumovie.com/cast_crew.html,653,tt0013442,de,"Nosferatu, eine Symphonie des Grauens","Vampire Count Orlok is interested in a new residence and in real estate agent Hutter's young wife. Silent horror classic based on the Bram Stoker novel ""Dracula"".",7.435873,/cD61HX8e80CtzHIq4BFGFg5TR0A.jpg,1922-03-15,0,94.0,Released,A symphony of horror,Nosferatu,False,7.7,373
False,2800000,,794,tt0075005,en,The Omen,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil. A classic horror film with Gregory Peck from 1976.",16.641277,/uY14zS4Sm2DdvFXeczFKgLgkQUP.jpg,1976-06-06,60922980,111.0,Released,It is the greatest mystery of all because no human being will ever solve it.,The Omen,False,7.2,485
False,0,,145,tt0115751,da,Breaking the Waves,"In a small and conservative Scottish village, a woman's paralytic husband convinces her to have extramarital intercourse so she can tell him about it and give him a reason for living.",8.558688,/cmDrzXJa9TIs57pD8QfuvIQvak5.jpg,1996-05-13,3803298,159.0,Released,Love is a mighty power.,Breaking the Waves,False,7.2,213
False,46000000,http://www.startrek.com/startrek/view/series/MOV/008/index.html,199,tt0117731,en,Star Trek: First Contact,"The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",8.808497,/qhVB8eUGwkdVvd8Fezk0AgcMPDH.jpg,1996-11-21,150000000,111.0,Released,Resistance is futile.,Star Trek: First Contact,False,7.0,671
False,35000000,,152,tt0079945,en,Star Trek: The Motion Picture,"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",8.277765,/ys5Sgpc27mVo3H5zYLPV9LWDq5.jpg,1979-12-06,139000000,132.0,Released,The human adventure is just beginning.,Star Trek: The Motion Picture,False,6.2,541
False,27000000,,174,tt0102975,en,Star Trek VI: The Undiscovered Country,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",5.90057,/5PvIZAOFDe63M1oByFEFDoQobkc.jpg,1991-12-05,96900000,113.0,Released,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,False,6.7,421
False,30000000,,172,tt0098382,en,Star Trek V: The Final Frontier,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,12.308007,/kugwPq2E5IkzrgoxRycnoqqUS9H.jpg,1989-06-09,70200000,107.0,Released,Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,False,5.6,384
False,12000000,,154,tt0084726,en,Star Trek II: The Wrath of Khan,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,7.160236,/7VKpj4Xl3hTzgAS3xpVuOyqNnSv.jpg,1982-06-03,96800000,113.0,Released,At the end of the universe lies the beginning of vengeance.,Star Trek II: The Wrath of Khan,False,7.3,688
False,18000000,,157,tt0088170,en,Star Trek III: The Search for Spock,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,6.197298,/b9ZaPiD6AaZR7CgQP5P4Kg893QL.jpg,1984-05-31,87000000,105.0,Released,A dying planet. A fight for life.,Star Trek III: The Search for Spock,False,6.4,443
False,24000000,,168,tt0092007,en,Star Trek IV: The Voyage Home,"Fugitives of the Federation for their daring rescue of Spock from the doomed Genesis Planet, Admiral Kirk (William Shatner) and his crew begin their journey home to face justice for their actions. But as they near Earth, they find it at the mercy of a mysterious alien presence whose signals are slowly destroying the planet. In a desperate attempt to answer the call of the probe, Kirk and his crew race back to the late twentieth century. However they soon find the world they once knew to be more alien than anything they've encountered in the far reaches of the galaxy!",12.596956,/62nATuMKuaLhd5VHKumHOrJnCZa.jpg,1986-11-25,133000000,119.0,Released,The key to saving the future can only be found in the past.,Star Trek IV: The Voyage Home,False,6.9,490
False,80000000,,364,tt0103776,en,Batman Returns,"Having defeated the Joker, Batman now faces the Penguin - a warped and deformed individual who is intent on being accepted into Gotham society. Crooked businessman Max Schreck is coerced into helping him become Mayor of Gotham and they both attempt to expose Batman in a different light. Selina Kyle, Max's secretary, is thrown from the top of a building and is transformed into Catwoman - a mysterious figure who has the same personality disorder as Batman. Batman must attempt to clear his name, all the time deciding just what must be done with the Catwoman.",15.001681,/jX5THE1yW3zTdeD9dupcIyQvKiG.jpg,1992-06-19,280000000,126.0,Released,"The Bat, the Cat, the Penguin.",Batman Returns,False,6.6,1706
False,6000000,,621,tt0077631,en,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",7.854899,/iMHdFTrCYhue74sBnXkdO39AJ3R.jpg,1978-07-07,181813770,110.0,Released,Grease is the word,Grease,False,7.2,1633
False,7000000,http://www.jaws25.com/,578,tt0073195,en,Jaws,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",19.726114,/l1yltvzILaZcx2jYvc5sEMkM7Eh.jpg,1975-06-18,470654000,124.0,Released,Don't go in the water.,Jaws,False,7.5,2628
False,20000000,,579,tt0077766,en,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,11.21306,/zzGtimy1mUJYDjFjCmn2dpHREGV.jpg,1978-06-16,187884007,116.0,Released,Just when you thought it was safe to go back in the water...,Jaws 2,False,5.9,412
False,70000000,http://marsattacks.warnerbros.com/,75,tt0116996,en,Mars Attacks!,"'We come in peace' is not what those green men from Mars mean when they invade our planet, armed with irresistible weapons and a cruel sense of humor.  This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the '50s and '60s.",15.63424,/gaTuHICwavPUmqQzPZFEXKSRwsC.jpg,1996-12-12,101371017,106.0,Released,Nice planet. We'll take it!,Mars Attacks!,False,6.1,1544
False,6000000,,378,tt0093822,en,Raising Arizona,The Coen Brothers tell the story of a absurd yet likable family with an unproductive couple as the focal point. The couple has gotten themselves into some trouble while kidnapping a baby and give Hollywood one of the most memorable chase scenes to date.,14.011415,/jsBg2bhvbSncyezo9sMntMzBuy6.jpg,1987-03-01,29180280,94.0,Released,Their lawless years are behind them. Their child-rearing years lay ahead...,Raising Arizona,False,7.2,548
False,0,,784,tt0116790,cs,Kolja,"The Czech Republic Director Jan Sverák tells in this Oscar winning film the story of the disillusioned Prague man named Cellisten Louka, who after a fictitious marriage with a Russian emigrant must suddenly take responsibility for her son. However it’s not long before the communication barrier is broken between the two new family members.",13.947867,/9Zr7lviwTGxST9XT3cQWusMiapX.jpg,1996-05-05,5770254,105.0,Released,,Kolya,False,7.5,46
False,50000000,,66,tt0118548,en,Absolute Power,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,7.66124,/oJQdp09Oc51DkArsMDvgDLdWiDu.jpg,1997-02-14,50068310,121.0,Released,Corrupts Absolutely.,Absolute Power,False,6.4,226
False,15000000,,638,tt0116922,en,Lost Highway,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",8.449722,/z6yhgEzGUJaBBgAxoyggRzwLnVM.jpg,1997-01-15,3675201,134.0,Released,,Lost Highway,False,7.5,572
False,10000000,,884,tt0115964,en,Crash,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",7.540612,/4PDLGJsS5uVBQlYjLMZ7t85dU0P.jpg,1996-07-17,0,100.0,Released,Love in the dying moments of the twentieth century,Crash,False,6.5,224
