id,keywords
510,"[{'id': 30, 'name': 'individual'}, {'id': 526, 'name': 'rebel'}, {'id': 1824, 'name': 'self-destruction'}, {'id': 2564, 'name': 'wheelchair'}, {'id': 2574, 'name': 'lunatic asylum'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3927, 'name': 'rage and hate'}, {'id': 6089, 'name': 'freedom'}, {'id': 6255, 'name': 'insanity'}, {'id': 6334, 'name': 'basic rights and human rights'}, {'id': 15106, 'name': 'psychiatrist'}]"
85,"[{'id': 83, 'name': 'saving the world'}, {'id': 483, 'name': 'riddle'}, {'id': 485, 'name': 'nepal'}, {'id': 486, 'name': 'himalaya'}, {'id': 487, 'name': 'cairo'}, {'id': 488, 'name': 'moses'}, {'id': 1160, 'name': 'egypt'}, {'id': 1294, 'name': 'whip'}, {'id': 1454, 'name': 'treasure'}, {'id': 1456, 'name': 'medallion'}, {'id': 2650, 'name': 'leather jacket'}, {'id': 2652, 'name': 'nazis'}, {'id': 2656, 'name': 'hat'}, {'id': 2853, 'name': 'mediterranean'}, {'id': 2854, 'name': 'ark of the covenant'}, {'id': 2856, 'name': 'ten commandments'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 9032, 'name': 'excavation'}, {'id': 11105, 'name': 'swastika'}, {'id': 41586, 'name': 'archaeologist'}, {'id': 176731, 'name': 'indiana jones'}, {'id': 184134, 'name': 'archeology\xa0'}]"
68,"[{'id': 211, 'name': 'bureaucracy'}, {'id': 318, 'name': 'police state'}, {'id': 321, 'name': 'terror'}, {'id': 1025, 'name': 'great britain'}, {'id': 1566, 'name': 'dream'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6086, 'name': 'government'}, {'id': 236316, 'name': 'anarchic comedy'}]"
679,"[{'id': 803, 'name': 'android'}, {'id': 1603, 'name': 'extraterrestrial technology'}, {'id': 1826, 'name': 'space marine'}, {'id': 2345, 'name': 'spaceman'}, {'id': 3385, 'name': 'cryogenics'}, {'id': 3387, 'name': 'vacuum'}, {'id': 3388, 'name': 'space colony'}, {'id': 3389, 'name': 'warrior woman'}, {'id': 3591, 'name': 'settler'}, {'id': 3801, 'name': 'space travel'}, {'id': 4090, 'name': 'colony'}, {'id': 9951, 'name': 'alien'}, {'id': 226177, 'name': 'xenomorph'}]"
429,"[{'id': 801, 'name': 'bounty hunter'}, {'id': 972, 'name': 'refugee'}, {'id': 1321, 'name': 'gold'}, {'id': 2095, 'name': 'anti hero'}, {'id': 2125, 'name': 'gallows'}, {'id': 2708, 'name': 'hitman'}, {'id': 6092, 'name': 'army'}, {'id': 9503, 'name': 'outlaw'}, {'id': 10950, 'name': 'shootout'}, {'id': 11426, 'name': 'moral ambiguity'}, {'id': 156212, 'name': 'spaghetti western'}]"
389,"[{'id': 934, 'name': 'judge'}, {'id': 1417, 'name': 'jurors'}, {'id': 2118, 'name': 'sultriness'}, {'id': 2122, 'name': 'death penalty'}, {'id': 2123, 'name': 'father murder'}, {'id': 2124, 'name': 'puerto rican'}, {'id': 2142, 'name': 'anonymity'}, {'id': 3012, 'name': 'court case'}, {'id': 3772, 'name': 'heat'}, {'id': 6040, 'name': 'group'}, {'id': 6069, 'name': 'class'}, {'id': 6139, 'name': 'innocence'}, {'id': 6148, 'name': 'court'}, {'id': 33519, 'name': 'courtroom'}]"
947,"[{'id': 487, 'name': 'cairo'}, {'id': 1975, 'name': 'arabian'}, {'id': 2504, 'name': 'world war i'}, {'id': 2673, 'name': 'horse'}, {'id': 3575, 'name': 'jerusalem'}, {'id': 4100, 'name': 'british army'}, {'id': 4107, 'name': 'british empire'}, {'id': 4535, 'name': 'damascus'}, {'id': 4717, 'name': 'camel'}, {'id': 6091, 'name': 'war'}, {'id': 18034, 'name': 'desert'}, {'id': 173259, 'name': 'arab'}, {'id': 214410, 'name': 'ottoman empire'}]"
185,"[{'id': 378, 'name': 'prison'}, {'id': 542, 'name': 'street gang'}, {'id': 570, 'name': 'rape'}, {'id': 704, 'name': 'adolescence'}, {'id': 738, 'name': 'sexuality'}, {'id': 766, 'name': 'beethoven'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 2438, 'name': 'social worker'}, {'id': 3676, 'name': 'living together'}, {'id': 3679, 'name': 'society'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9701, 'name': 'controversy'}, {'id': 9859, 'name': 'controversial'}, {'id': 14819, 'name': 'violence'}, {'id': 192260, 'name': 'futuristic society'}]"
595,"[{'id': 577, 'name': 'black people'}, {'id': 818, 'name': 'based on novel'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1533, 'name': 'isolation'}, {'id': 1679, 'name': 'arbitrary law'}, {'id': 1952, 'name': 'socially deprived family'}, {'id': 2005, 'name': 'tree house'}, {'id': 2325, 'name': 'wrong accusal'}, {'id': 3009, 'name': 'farm worker'}, {'id': 3010, 'name': 'intolerance'}, {'id': 3011, 'name': 'exclusion'}, {'id': 3012, 'name': 'court case'}, {'id': 6094, 'name': 'defence'}, {'id': 6145, 'name': 'right and justice'}, {'id': 6148, 'name': 'court'}, {'id': 208349, 'name': 'child'}]"
28,"[{'id': 1008, 'name': 'guerrilla'}, {'id': 1261, 'name': 'river'}, {'id': 2956, 'name': 'vietnam'}, {'id': 2959, 'name': 'vietcong'}, {'id': 2960, 'name': 'cambodia'}, {'id': 6092, 'name': 'army'}, {'id': 6255, 'name': 'insanity'}, {'id': 10148, 'name': 'tribe'}, {'id': 10403, 'name': 'green beret'}, {'id': 10787, 'name': 'jungle'}, {'id': 12332, 'name': 'apocalypse'}, {'id': 34079, 'name': 'death'}, {'id': 177275, 'name': 'napalm'}]"
335,"[{'id': 797, 'name': 'showdown'}, {'id': 800, 'name': 'bounty'}, {'id': 801, 'name': 'bounty hunter'}, {'id': 963, 'name': 'loss of brother'}, {'id': 1647, 'name': 'sadness'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2089, 'name': 'harmonica'}, {'id': 2095, 'name': 'anti hero'}, {'id': 2096, 'name': 'auction'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4402, 'name': 'peasant'}, {'id': 6255, 'name': 'insanity'}, {'id': 156212, 'name': 'spaghetti western'}]"
144,"[{'id': 220, 'name': 'berlin'}, {'id': 290, 'name': 'angel'}, {'id': 291, 'name': 'circus'}, {'id': 292, 'name': 'berlin wall'}, {'id': 295, 'name': 'library'}, {'id': 1566, 'name': 'dream'}, {'id': 4978, 'name': 'immortality'}, {'id': 211431, 'name': 'mortality'}]"
769,"[{'id': 378, 'name': 'prison'}, {'id': 818, 'name': 'based on novel'}, {'id': 1196, 'name': 'florida'}, {'id': 1228, 'name': '1970s'}, {'id': 1583, 'name': 'mass murder'}, {'id': 1857, 'name': 'irish-american'}, {'id': 2149, 'name': 'drug traffic'}, {'id': 5565, 'name': 'biography'}, {'id': 9672, 'name': 'based on true story'}, {'id': 9826, 'name': 'murder'}, {'id': 10291, 'name': 'organized crime'}, {'id': 10292, 'name': 'gore'}, {'id': 10391, 'name': 'mafia'}, {'id': 13142, 'name': 'gangster'}, {'id': 14512, 'name': 'new york city'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 14819, 'name': 'violence'}, {'id': 41523, 'name': 'brooklyn new york city'}, {'id': 214983, 'name': 'crime epic'}, {'id': 214985, 'name': 'tampa'}]"
348,"[{'id': 803, 'name': 'android'}, {'id': 1825, 'name': 'countdown'}, {'id': 1826, 'name': 'space marine'}, {'id': 1828, 'name': 'space suit'}, {'id': 1829, 'name': 'beheading'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6016, 'name': 'biology'}, {'id': 7956, 'name': 'cowardice'}, {'id': 9831, 'name': 'spaceship'}, {'id': 9882, 'name': 'space'}, {'id': 9951, 'name': 'alien'}, {'id': 11322, 'name': 'female protagonist'}, {'id': 12405, 'name': 'outer space'}, {'id': 157634, 'name': 'parasite'}, {'id': 181034, 'name': 'h. r. giger'}, {'id': 226177, 'name': 'xenomorph'}]"
766,"[{'id': 530, 'name': 'prophecy'}, {'id': 616, 'name': 'witch'}, {'id': 1400, 'name': 'swordplay'}, {'id': 1545, 'name': 'supermarket'}, {'id': 3098, 'name': 'castle'}, {'id': 3970, 'name': 'catapult'}, {'id': 4013, 'name': 'chain saw'}, {'id': 4060, 'name': 'time frame'}, {'id': 4062, 'name': 'skeleton'}, {'id': 4065, 'name': 'pit'}, {'id': 4066, 'name': 'windmill'}, {'id': 4067, 'name': 'incantation'}, {'id': 4379, 'name': 'time travel'}, {'id': 10327, 'name': 'undead'}, {'id': 10466, 'name': 'knight'}, {'id': 12377, 'name': 'zombie'}, {'id': 41406, 'name': 'middle ages'}, {'id': 46958, 'name': 'good and bad'}, {'id': 157466, 'name': 'necronomicon'}, {'id': 161891, 'name': 'doppelganger'}]"
175,"[{'id': 131, 'name': 'italy'}, {'id': 236, 'name': 'suicide'}, {'id': 269, 'name': 'diving'}, {'id': 270, 'name': 'ocean'}, {'id': 271, 'name': 'competition'}, {'id': 494, 'name': 'father son relationship'}, {'id': 560, 'name': 'oxygen'}, {'id': 629, 'name': 'sicily'}, {'id': 630, 'name': 'dolphin'}, {'id': 631, 'name': 'apnoe-diving'}, {'id': 3737, 'name': 'dying and death'}, {'id': 6054, 'name': 'friendship'}]"
539,"[{'id': 612, 'name': 'hotel'}, {'id': 1443, 'name': 'clerk'}, {'id': 1859, 'name': 'arizona'}, {'id': 1879, 'name': 'shower'}, {'id': 2217, 'name': 'rain'}, {'id': 2669, 'name': 'motel'}, {'id': 10594, 'name': 'money'}, {'id': 11677, 'name': 'secretary'}, {'id': 13092, 'name': 'corpse'}, {'id': 13112, 'name': 'murderer'}, {'id': 14604, 'name': 'theft'}, {'id': 155790, 'name': 'private detective'}, {'id': 233450, 'name': 'proto-slasher'}]"
525,"[{'id': 246, 'name': 'dancing'}, {'id': 378, 'name': 'prison'}, {'id': 520, 'name': 'chicago'}, {'id': 727, 'name': 'country music'}, {'id': 745, 'name': 'nun'}, {'id': 1416, 'name': 'jazz'}, {'id': 1926, 'name': 'car journey'}, {'id': 2636, 'name': 'blues'}, {'id': 2652, 'name': 'nazis'}, {'id': 6027, 'name': 'music'}, {'id': 6029, 'name': 'concert'}, {'id': 6031, 'name': 'music instrument'}, {'id': 6272, 'name': ""children's home""}, {'id': 6490, 'name': 'shopping mall'}, {'id': 6783, 'name': 'orphanage'}, {'id': 11313, 'name': 'winnebago'}, {'id': 14765, 'name': 'church'}, {'id': 15211, 'name': 'sunglasses'}, {'id': 15232, 'name': 'parole'}, {'id': 15483, 'name': 'car chase'}, {'id': 41591, 'name': 'music band'}, {'id': 156336, 'name': 'loudspeaker'}, {'id': 167213, 'name': 'saturday night live'}, {'id': 226464, 'name': 'wrigley field'}, {'id': 226465, 'name': 'holiday inn'}]"
240,"[{'id': 700, 'name': 'italo-american'}, {'id': 701, 'name': 'cuba'}, {'id': 1950, 'name': 'vororte'}, {'id': 4232, 'name': 'melancholy'}, {'id': 6049, 'name': 'praise'}, {'id': 9748, 'name': 'revenge'}, {'id': 10391, 'name': 'mafia'}, {'id': 10909, 'name': 'lawyer'}, {'id': 11221, 'name': 'blood'}, {'id': 156024, 'name': 'corrupt politician'}, {'id': 158261, 'name': 'bloody body of child'}, {'id': 187788, 'name': 'man punches woman'}]"
600,"[{'id': 236, 'name': 'suicide'}, {'id': 549, 'name': 'prostitute'}, {'id': 720, 'name': 'helicopter'}, {'id': 818, 'name': 'based on novel'}, {'id': 917, 'name': 'journalism'}, {'id': 1589, 'name': 'sniper'}, {'id': 2903, 'name': 'propaganda'}, {'id': 2956, 'name': 'vietnam'}, {'id': 2999, 'name': 'recruit'}, {'id': 4747, 'name': 'war photographer'}, {'id': 5299, 'name': 'war correspondent'}, {'id': 6091, 'name': 'war'}, {'id': 10075, 'name': 'boot camp'}, {'id': 10084, 'name': 'rescue'}, {'id': 10787, 'name': 'jungle'}, {'id': 11106, 'name': 'infantry'}, {'id': 11400, 'name': 'sergeant'}, {'id': 12425, 'name': 'racism'}, {'id': 14819, 'name': 'violence'}, {'id': 14900, 'name': 'genocide'}, {'id': 14955, 'name': 'fighting'}, {'id': 15240, 'name': 'platoon'}, {'id': 18543, 'name': 'combat'}, {'id': 46962, 'name': 'discipline'}, {'id': 161840, 'name': 'obstacle course'}, {'id': 169144, 'name': 'peace sign'}, {'id': 188114, 'name': 'u.s. marine'}, {'id': 226426, 'name': 'mass grave'}, {'id': 227845, 'name': 'blanket party'}]"
530,"[{'id': 305, 'name': 'moon'}, {'id': 1436, 'name': 'inventor'}, {'id': 2534, 'name': 'missile'}, {'id': 2836, 'name': 'cheese'}, {'id': 14544, 'name': 'robot'}, {'id': 15162, 'name': 'dog'}, {'id': 195732, 'name': 'ski'}]"
279,"[{'id': 131, 'name': 'italy'}, {'id': 1233, 'name': 'composer'}, {'id': 2199, 'name': 'opera'}, {'id': 2276, 'name': 'talent'}, {'id': 4048, 'name': 'musician'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 9649, 'name': 'god'}, {'id': 9826, 'name': 'murder'}, {'id': 18267, 'name': 'vienna austria'}, {'id': 155624, 'name': 'envy'}, {'id': 160279, 'name': '18th century'}]"
311,"[{'id': 314, 'name': 'life and death'}, {'id': 417, 'name': 'corruption'}, {'id': 542, 'name': 'street gang'}, {'id': 570, 'name': 'rape'}, {'id': 625, 'name': 'sadistic'}, {'id': 725, 'name': 'lovesickness'}, {'id': 739, 'name': 'sexual abuse'}, {'id': 975, 'name': 'money laundering'}, {'id': 1632, 'name': 'opium'}]"
703,"[{'id': 2398, 'name': 'narration'}, {'id': 2835, 'name': 'neurosis'}, {'id': 3485, 'name': 'comedian'}, {'id': 3489, 'name': 'job interview'}, {'id': 9673, 'name': 'love'}, {'id': 10229, 'name': 'singer'}, {'id': 11508, 'name': 'jewish'}, {'id': 11687, 'name': 'breaking the fourth wall'}, {'id': 160442, 'name': 'talking to the audience'}, {'id': 162463, 'name': 'volkswagen beetle'}]"
387,"[{'id': 321, 'name': 'terror'}, {'id': 339, 'name': 'submarine'}, {'id': 818, 'name': 'based on novel'}, {'id': 1913, 'name': 'atlantic ocean'}, {'id': 1915, 'name': 'gibraltar'}, {'id': 1956, 'name': 'world war ii'}, {'id': 4263, 'name': 'duty'}, {'id': 5299, 'name': 'war correspondent'}, {'id': 6791, 'name': 'torpedo'}, {'id': 15111, 'name': 'drinking'}, {'id': 41599, 'name': 'sailor'}, {'id': 155499, 'name': 'convoy'}, {'id': 156217, 'name': 'u boat'}, {'id': 180178, 'name': 'destroyer'}, {'id': 200223, 'name': 'depth charge'}, {'id': 226473, 'name': 'comrade'}, {'id': 226474, 'name': 'german submarine'}, {'id': 226475, 'name': 'naval battle'}, {'id': 226476, 'name': 'periscope'}, {'id': 228491, 'name': 'suicidal mission'}]"
343,"[{'id': 236, 'name': 'suicide'}, {'id': 314, 'name': 'life and death'}, {'id': 894, 'name': 'depression'}, {'id': 965, 'name': 'age difference'}, {'id': 1227, 'name': 'cemetery'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1421, 'name': 'birthday'}, {'id': 1790, 'name': 'banjo'}, {'id': 1792, 'name': 'cliff'}, {'id': 1904, 'name': 'life planning'}, {'id': 2643, 'name': 'dead wish'}, {'id': 2692, 'name': 'arranged marriage'}, {'id': 3737, 'name': 'dying and death'}, {'id': 10329, 'name': 'wealth'}, {'id': 11487, 'name': 'midnight movie'}]"
490,"[{'id': 316, 'name': 'chess'}, {'id': 548, 'name': 'countryside'}, {'id': 616, 'name': 'witch'}, {'id': 1318, 'name': 'blacksmith'}, {'id': 1501, 'name': 'allegory'}, {'id': 1715, 'name': 'symbolism'}, {'id': 2679, 'name': 'artist'}, {'id': 2829, 'name': 'last judgment'}, {'id': 2867, 'name': 'pest'}, {'id': 2868, 'name': 'crusade'}, {'id': 2869, 'name': 'juggler'}, {'id': 2871, 'name': 'burning of witches'}, {'id': 2875, 'name': 'sense of life'}, {'id': 3737, 'name': 'dying and death'}, {'id': 15001, 'name': 'demon'}, {'id': 208313, 'name': 'death personified'}, {'id': 209837, 'name': 'death incarnate'}]"
218,"[{'id': 83, 'name': 'saving the world'}, {'id': 310, 'name': 'artificial intelligence'}, {'id': 526, 'name': 'rebel'}, {'id': 679, 'name': 'cyborg'}, {'id': 1366, 'name': 'shotgun'}, {'id': 1373, 'name': 'killer robot'}, {'id': 1381, 'name': 'sun glasses'}, {'id': 4565, 'name': 'dystopia'}, {'id': 15483, 'name': 'car chase'}, {'id': 18069, 'name': 'laser gun'}, {'id': 33556, 'name': 'urban setting'}, {'id': 162484, 'name': 'future war'}]"
763,"[{'id': 351, 'name': 'poison'}, {'id': 2658, 'name': 'new zealand'}, {'id': 10122, 'name': 'reanimation'}, {'id': 11097, 'name': 'part stop motion'}, {'id': 11513, 'name': 'cheating husband'}, {'id': 12377, 'name': 'zombie'}, {'id': 12415, 'name': 'back from the dead'}, {'id': 15149, 'name': 'monkey'}, {'id': 18087, 'name': 'attempted rape'}, {'id': 157444, 'name': 'dismemberment'}, {'id': 157624, 'name': 'nagging mother'}, {'id': 157626, 'name': 'director cameo'}]"
696,"[{'id': 242, 'name': 'new york'}, {'id': 596, 'name': 'adultery'}, {'id': 818, 'name': 'based on novel'}, {'id': 2087, 'name': 'lolita'}, {'id': 9673, 'name': 'love'}, {'id': 9840, 'name': 'romance'}, {'id': 10183, 'name': 'independent film'}, {'id': 11869, 'name': 'mistress'}, {'id': 13028, 'name': 'writer'}, {'id': 14534, 'name': 'relationship'}, {'id': 14828, 'name': 'city'}, {'id': 15160, 'name': 'divorce'}, {'id': 168346, 'name': 'manhattan, new york city'}, {'id': 193682, 'name': 'married'}]"
379,"[{'id': 417, 'name': 'corruption'}, {'id': 542, 'name': 'street gang'}, {'id': 947, 'name': 'prohibition'}, {'id': 1419, 'name': 'gun'}, {'id': 1857, 'name': 'irish-american'}, {'id': 5305, 'name': 'gambling debts'}, {'id': 8442, 'name': 'irish mob'}, {'id': 14819, 'name': 'violence'}]"
207,"[{'id': 30, 'name': 'individual'}, {'id': 490, 'name': 'philosophy'}, {'id': 496, 'name': 'poetry'}, {'id': 497, 'name': 'shakespeare'}, {'id': 1992, 'name': 'professor'}, {'id': 2132, 'name': 'literature'}, {'id': 6054, 'name': 'friendship'}, {'id': 226128, 'name': 'filmes focados em um professor'}]"
826,"[{'id': 233, 'name': 'japan'}, {'id': 836, 'name': 'resistance'}, {'id': 907, 'name': 'japanese'}, {'id': 1261, 'name': 'river'}, {'id': 1968, 'name': 'prisoners of war'}, {'id': 3434, 'name': 'thailand'}, {'id': 3450, 'name': 'bridge'}, {'id': 3776, 'name': 'officer'}]"
422,"[{'id': 30, 'name': 'individual'}, {'id': 495, 'name': 'scapegoat'}, {'id': 596, 'name': 'adultery'}, {'id': 776, 'name': 'screenplay'}, {'id': 884, 'name': 'cinecittà'}, {'id': 886, 'name': 'film making'}, {'id': 887, 'name': 'film producer'}, {'id': 894, 'name': 'depression'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 1381, 'name': 'sun glasses'}, {'id': 2055, 'name': 'creative crisis'}, {'id': 2056, 'name': 'kurort'}, {'id': 2058, 'name': 'film setting'}, {'id': 2467, 'name': 'difficult childhood'}, {'id': 2534, 'name': 'missile'}, {'id': 3737, 'name': 'dying and death'}, {'id': 6059, 'name': 'unsociability'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 161288, 'name': 'existence'}, {'id': 184989, 'name': 'spectacle'}]"
829,"[{'id': 570, 'name': 'rape'}, {'id': 658, 'name': 'sea'}, {'id': 1261, 'name': 'river'}, {'id': 1788, 'name': 'chinatown'}, {'id': 2281, 'name': 'mistake in person'}, {'id': 2337, 'name': 'pedophilia'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3820, 'name': 'barrage'}, {'id': 12670, 'name': 'los angeles'}, {'id': 155790, 'name': 'private detective'}, {'id': 207268, 'name': 'neo-noir'}]"
828,"[{'id': 1612, 'name': 'spacecraft'}, {'id': 3243, 'name': 'flying saucer'}, {'id': 6057, 'name': 'peace'}, {'id': 8506, 'name': 'remote control'}, {'id': 9738, 'name': 'ufo'}, {'id': 10891, 'name': 'giant robot'}, {'id': 11479, 'name': 'social commentary'}, {'id': 12999, 'name': 'black and white'}, {'id': 162365, 'name': 'military'}, {'id': 199065, 'name': 'physics professor'}, {'id': 202647, 'name': 'humanity'}, {'id': 231277, 'name': 'alien technology'}, {'id': 236401, 'name': 'mathematical equation'}]"
694,"[{'id': 612, 'name': 'hotel'}, {'id': 1533, 'name': 'isolation'}, {'id': 1611, 'name': 'hotelier'}, {'id': 1981, 'name': 'colorado'}, {'id': 2158, 'name': 'maze'}, {'id': 3458, 'name': 'bartender'}, {'id': 3598, 'name': 'ax'}, {'id': 6262, 'name': 'delusion'}, {'id': 9957, 'name': 'loneliness'}, {'id': 10241, 'name': 'caretaker'}, {'id': 10629, 'name': 'vision'}, {'id': 10794, 'name': 'snow'}, {'id': 13028, 'name': 'writer'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 190107, 'name': 'snowed in'}, {'id': 198471, 'name': 'off season'}]"
235,"[{'id': 818, 'name': 'based on novel'}, {'id': 6054, 'name': 'friendship'}, {'id': 10683, 'name': 'coming of age'}, {'id': 169875, 'name': 'railroad track'}, {'id': 169878, 'name': 'story within the story'}, {'id': 169885, 'name': '\xa0flipping coin'}, {'id': 169886, 'name': 'campfire story'}, {'id': 169887, 'name': 'reference to superman'}, {'id': 169895, 'name': 'normandy beach'}, {'id': 208349, 'name': 'child'}, {'id': 208611, 'name': '1950s'}, {'id': 216919, 'name': 'boys'}]"
832,"[{'id': 74, 'name': 'germany'}, {'id': 220, 'name': 'berlin'}, {'id': 1449, 'name': 'underworld'}, {'id': 1468, 'name': 'child murderer'}, {'id': 1752, 'name': 'detective inspector'}, {'id': 10291, 'name': 'organized crime'}, {'id': 15009, 'name': 'criminal'}]"
765,"[{'id': 7946, 'name': 'deer'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 11335, 'name': 'tape recorder'}, {'id': 12394, 'name': 'chainsaw'}, {'id': 13153, 'name': 'spirit'}, {'id': 14819, 'name': 'violence'}, {'id': 18451, 'name': 'over the top'}, {'id': 155626, 'name': 'shot in the arm'}, {'id': 157458, 'name': 'book of the dead'}, {'id': 157459, 'name': 'evil dead'}, {'id': 157465, 'name': 'eyeball'}, {'id': 157466, 'name': 'necronomicon'}, {'id': 157468, 'name': 'tarmac'}, {'id': 157470, 'name': 'meat cleaver'}, {'id': 157471, 'name': 'shot through a wall'}]"
137,"[{'id': 563, 'name': 'deja vu'}, {'id': 901, 'name': 'groundhog'}, {'id': 902, 'name': 'weather forecast'}, {'id': 903, 'name': 'telecaster'}, {'id': 904, 'name': 'pennsylvania'}, {'id': 905, 'name': 'alarm clock'}, {'id': 1442, 'name': 'winter'}, {'id': 1521, 'name': 'time warp'}, {'id': 10854, 'name': 'time loop'}, {'id': 34117, 'name': 'cult film'}, {'id': 181324, 'name': 'existentialism'}, {'id': 220046, 'name': 'groundhog day'}]"
33,"[{'id': 549, 'name': 'prostitute'}, {'id': 798, 'name': 'sheriff'}, {'id': 800, 'name': 'bounty'}, {'id': 802, 'name': 'regret'}, {'id': 6145, 'name': 'right and justice'}, {'id': 9748, 'name': 'revenge'}, {'id': 157512, 'name': 'mutilation'}, {'id': 159434, 'name': 'one last job'}, {'id': 160410, 'name': 'reputation'}, {'id': 209631, 'name': 'englishman'}]"
982,"[{'id': 840, 'name': 'usa president'}, {'id': 2106, 'name': 'cold war'}, {'id': 2109, 'name': 'communist'}, {'id': 3264, 'name': 'corean war'}, {'id': 3995, 'name': 'manchuria'}, {'id': 4500, 'name': 'step parents'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 12400, 'name': 'brainwashing'}, {'id': 15127, 'name': 'killer'}]"
212,"[{'id': 351, 'name': 'poison'}, {'id': 1227, 'name': 'cemetery'}, {'id': 2602, 'name': 'cellar'}, {'id': 3335, 'name': 'halloween'}, {'id': 6038, 'name': 'marriage'}, {'id': 6255, 'name': 'insanity'}, {'id': 9826, 'name': 'murder'}, {'id': 10714, 'name': 'serial killer'}, {'id': 13028, 'name': 'writer'}, {'id': 13092, 'name': 'corpse'}, {'id': 156273, 'name': 'critic'}]"
105,"[{'id': 389, 'name': 'clock tower'}, {'id': 830, 'name': 'car race'}, {'id': 949, 'name': 'terrorist'}, {'id': 951, 'name': 'delorean'}, {'id': 952, 'name': 'lightning'}, {'id': 953, 'name': 'guitar'}, {'id': 955, 'name': 'plutonium'}, {'id': 999, 'name': 'sports car'}, {'id': 1436, 'name': 'inventor'}, {'id': 1743, 'name': 'journey in the past'}, {'id': 4379, 'name': 'time travel'}, {'id': 4776, 'name': 'race against time'}, {'id': 9104, 'name': 'partner'}, {'id': 9789, 'name': 'misfit'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 11860, 'name': 'fish out of water'}, {'id': 18425, 'name': 'teenage love'}, {'id': 40850, 'name': 'destiny'}, {'id': 186189, 'name': 'hidden identity'}, {'id': 187376, 'name': 'odd couple'}, {'id': 187710, 'name': 'escapade'}, {'id': 189449, 'name': 'disorder'}, {'id': 206687, 'name': 'chases and races'}, {'id': 206715, 'name': 'love and romance'}, {'id': 206720, 'name': 'teenage life'}, {'id': 206735, 'name': 'misfit partners'}, {'id': 206736, 'name': 'changing the past or future'}, {'id': 206737, 'name': 'getting home'}, {'id': 206738, 'name': 'inventions and discoveries'}]"
149,"[{'id': 83, 'name': 'saving the world'}, {'id': 464, 'name': 'total destruction'}, {'id': 467, 'name': 'megacity'}, {'id': 542, 'name': 'street gang'}, {'id': 1353, 'name': 'underground'}, {'id': 1402, 'name': 'general'}, {'id': 1485, 'name': 'stadium'}, {'id': 1706, 'name': 'experiment'}, {'id': 1815, 'name': 'atomic bomb'}, {'id': 2766, 'name': 'mutation'}, {'id': 4565, 'name': 'dystopia'}, {'id': 6092, 'name': 'army'}, {'id': 12190, 'name': 'cyberpunk'}, {'id': 14736, 'name': 'motorcycle gang'}, {'id': 210024, 'name': 'anime'}]"
903,"[{'id': 378, 'name': 'prison'}, {'id': 526, 'name': 'rebel'}, {'id': 936, 'name': 'loss of mother'}, {'id': 2539, 'name': 'harassment'}, {'id': 2883, 'name': 'imprisonment'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4487, 'name': 'boxing match'}, {'id': 10685, 'name': 'escape'}, {'id': 11246, 'name': 'barbed wire'}, {'id': 11430, 'name': 'punched in the face'}, {'id': 12605, 'name': 'eggs'}, {'id': 34079, 'name': 'death'}]"
339,"[{'id': 90, 'name': 'paris'}, {'id': 242, 'name': 'new york'}, {'id': 444, 'name': 'taxi'}, {'id': 467, 'name': 'megacity'}, {'id': 588, 'name': 'rome'}, {'id': 811, 'name': 'dialogue'}, {'id': 1499, 'name': 'pastor'}, {'id': 1749, 'name': 'taxi driver'}, {'id': 1757, 'name': 'passenger'}, {'id': 1759, 'name': 'night life'}, {'id': 1760, 'name': 'casual meeting'}, {'id': 1761, 'name': 'metropolis'}, {'id': 1772, 'name': 'german democratic republic'}, {'id': 1785, 'name': 'casting agent'}, {'id': 1786, 'name': 'heart attack'}, {'id': 1787, 'name': 'helsinki'}, {'id': 3752, 'name': 'night'}, {'id': 11933, 'name': 'conflict'}, {'id': 12670, 'name': 'los angeles'}, {'id': 14828, 'name': 'city'}, {'id': 163080, 'name': 'finland'}, {'id': 167043, 'name': 'road movie'}, {'id': 171054, 'name': 'understanding'}]"
